street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
CLONMORE ROAD,6,1,3,13,13,128,,,319817,BALLYBOUGH ROAD,CHARLEMOUNT PARADE,Bóthar Chluain Mhór
CLONMORE TERRACE,6,1,3,13,13,106,,,319817,CHARLEMOUNT PARADE,,Ardán Chluain Mhór
CLONROSSE COURT,6,3,2,4,4,68,,,313312,CLONROSSE DRIVE,,
CLONROSSE DRIVE,6,3,2,4,4,660,,,313307,SLADEMORE AVENUE,BLUNDEN DRIVE,
CLONROSSE PARK,6,3,2,4,4,110,,,313312,CLONROSSE DRIVE,,
CLONSHAUGH AVENUE,3,3,2,2,2,710,,,313204,CLONSHAUGH ROAD,MOATVIEW AVENUE,Ascaill Chluainseach
CLONSHAUGH CLOSE,6,3,2,2,2,255,,,313204,CLONSHAUGH PARK,,Clós Chluainseach
CLONSHAUGH CRESCENT,6,3,2,2,2,248,,,313204,CLONSHAUGH AVENUE,CLONSHAUGH HEIGHTS,Corrán Chluainseach
CLONSHAUGH DRIVE,6,3,2,2,2,466,,,313204,CLONSHAUGH PARK,CLONSHAUGH AVENUE,Céide Chluainseach
CLONSHAUGH GREEN,3,3,1,2,2,115,,,313204,CLONSHAUGH AVENUE,,Faiche Chluainseach
CLONSHAUGH GROVE,6,3,2,2,2,90,,,313205,CLONSHAUGH AVENUE,,Garrán Chluainseach
CLONSHAUGH HEIGHTS,6,3,1,2,2,0,,,313204,CLONSHAUGH AVENUE,CLONSHAUGH PARK,Arda Chluainseach
CLONSHAUGH HEIGHTS,6,3,2,2,2,350,,,313204,CLONSHAUGH AVENUE,CLONSHAUGH PARK,Arda Chluainseach
CLONSHAUGH LAWN,6,3,2,2,2,65,,,313205,CLONSHAUGH DRIVE,,
CLONSHAUGH MEADOW,6,3,2,2,2,175,,,313204,CLONSHAUGH PARK,,
CLONSHAUGH PARK,6,3,2,2,2,0,,,313204,CLONSHAUGH HEIGHTS,CLONSHAUGH DRIVE,Páirc Chluainseach
CLONSHAUGH PARK,6,3,1,2,2,520,,,313204,CLONSHAUGH HEIGHTS,CLONSHAUGH DRIVE,Páirc Chluainseach
CLONSHAUGH RISE,6,3,2,2,2,50,,,313204,CLONSHAUGH AVENUE,,Ard Chluainseach
CLONSHAUGH ROAD,4,3,3,1,1,1757,,,313204,BELCAMP LANE,OSCAR TRAYNOR ROAD,Bóthar Chluainseach
CLONSHAUGH WALK,6,3,2,2,2,245,,,313205,CLONSHAUGH PARK,,Siúlán Chluainseach
CLONSKEAGH ROAD,6,5,3,R05,R16,86,,,332907,EGLINTON ROAD,BEECH HILL ROAD,Bóthar Chluain Sceach
CLONSKEAGH ROAD,2,5,1,R05,R16,744,R825,,332907,EGLINTON ROAD,BEECH HILL ROAD,Bóthar Chluain Sceach
CLONTARF PARK,6,3,2,16,16,377,,,319917,VERNON AVENUE,CLONTARF PARK,Páirc Chluain Tarbh
CLONTARF PARK,6,3,3,16,16,75,,,319917,VERNON AVNEUE,CLONTARF PARK,Páirc Chluain Tarbh
CLONTARF ROAD,2,3,1,R03,R03,905,R807,,319813,HOWTH ROAD,MOUNT PROSPECT AVENUE,Bóthar Chluain Tarbh
CLONTARF ROAD,2,3,2,R03,R03,3309,R807,,319813,HOWTH ROAD,MOUNT PROSPECT AVENUE,Bóthar Chluain Tarbh
CLONTURK AVENUE,6,3,1,15,17,51,,,319806,DRUMCONDRA ROAD UPPER,,Ascaill Cluain Torc
CLONTURK GARDENS,6,3,2,15,17,64,,,319806,CLONTURK PARK,,Gairdíní Cluain Torc
CLONTURK PARK,6,3,2,15,17,328,,,319806,DRUMCONDRA ROAD,CLONTURK GARDENS,Páirc Cluain Torc
CLOONLARA CRESCENT,6,2,1,5,5,122,,,313122,CLOONLARA ROAD,,Corrán  Chluain Lara
CLOONLARA DRIVE,6,2,1,5,5,162,,,313122,CLONLARA ROAD,,Céide Chluain Lara
CLOONLARA ROAD,6,2,1,5,5,276,,,313122,SAINT HELENA ROAD,FAIRLAWN ROAD,Bóthar Chluain Lára
CLOVERHILL DRIVE,6,4,2,2,10,80,,,326217,CLOVERHILL ROAD,,Céide Chnoc Seamaire
CLOVERHILL ROAD,5,4,2,2,10,460,,,326217,RAHEEN PARK,CHERRY ORCHARD AVENUE,Bóthar Chnoc Seamaire
CLOVERHILL ROAD,3,4,1,2,10,600,,,326115,IRISHTOWN ROAD,CO. BORO BOUNDARY,Bóthar Chnoc Seamaire
CLOYNE ROAD,6,4,2,10,18,146,,,332808,BANGOR ROAD,BLARNEY PARK,Bóthar Chluain
CLUNE ROAD,6,2,2,3,3,232,,,313112,BALLYGALL ROAD,JAMESTOWN ROAD,Bóthar an Chlúnaigh
CLUNE ROAD,3,2,1,3,3,67,,,313112,BALLYGALL ROAD,JAMESTOWN ROAD,Bóthar an Chlúnaigh
CLYDE LANE,6,5,1,13,26,609,,,326422,HERBERT PARK,CLYDE ROAD,Lána Cluaidh
CLYDE ROAD,4,5,1,13,26,560,,,326422,EGLIN ROAD,WELLINGTON ROAD,Bóthar Cluaidh
COBURG PLACE,6,1,1,16,16,117,,,319822,SEVILLE PLACE,,Plás Cóburg
COKE LANE,6,1,1,3,3,61,,,326304,SMITHFIELD,,Lána Cóc
COLBERT'S FORT,6,4,2,2,2,32,,,326318,JAMES WALK,CLARKS TCE.,
COLDCUT ROAD,6,4,3,R01,R10,46,,,326213,BALLYFERMOT RD,,
COLEPARK AVENUE,6,4,2,1,9,228,,,326208,COLEPARK DRIVE,COLEPARK ROAD,Ascaill
COLEPARK DRIVE,6,4,2,1,9,373,,,326208,LE FANN ROAD,BALLYFERMOT ROAD,Céide
COLEPARK GREEN,6,4,2,1,9,91,,,326208,COLEPARK DIRVE,,Faiche
COLEPARK ROAD,6,4,2,1,9,316,,,326208,BALLYFERMOT ROAD,COLEPARK DRIVE,Bóthar
COLERAINE STREET,4,1,1,6,6,181,,,326304,NORTH KING STREET,CONSTITUTION HILL,Sráid Cuil Rathain
COLES LANE,7,1,4,12,12,64,,,326305,SAMPSON'S LANE,HENRY STREET,
COLLEGE GREEN,1,5,1,R08,R04,273,N011,,326310,TRINITY STREET,COLLEGE STREET,Faiche an Choláiste
COLLEGE MANOR,6,1,1,14,22,0,,1988,319811,MILLMOUNT PLACE,,
COLLEGE STREET,1,5,1,R12,R08,164,N011,,326310,PEARCE STREET,COLLEGE GREEN,Sráid an Choláiste
COLLIERS AVENUE,7,5,2,8,21,152,,,332901,SANDFORD ROAD,,
COLLINS AVENUE,2,3,2,13,13,1940,R103,,319803,SWORDS ROAD,MALAHIDE ROAD,Ascaill Uí Choileáin
COLLINS AVENUE EAST,2,3,1,14,14,975,R103,,319803,HOWTH ROAD,MALAHIDE ROAD,Ascaill Uí Choileáin Thoir
COLLINS AVENUE EXTENSION,2,2,1,8,8,1122,R103,,313216,SWORDS ROAD,MALAHIDE ROAD,Síneadh Ascaill Uí Choileáin
COLLINS AVENUE WEST,2,2,1,8,8,421,R103,,323216,SWORDS ROAD,FALCARRAGH ROAD,Ascaill Uí Choileáin Thiar
COLLINS DRIVE,6,2,2,6,6,332,,,313118,GLASAREE ROAD,BALLYGALL ROAD WEST,Céide Uí Choileáin
COLLINS GREEN,6,2,2,6,6,86,,,313118,COLLINS DRIVE,,Faiche Uí Choileáin
COLLINS PARK,6,3,2,8,8,935,,,319803,CELTIC PARK AVENUE,,Páirc Uí Choileáin
COLLINS PLACE,6,2,2,6,6,136,,,313118,COLLINS ROW,GLASAREE ROAD,Plás Uí Choileáin
COLLINS ROW,6,2,2,6,6,79,,,313118,COLLINS GREEN,GLASAREE ROAD,Rae Uí Choileáin
COMERAGH ROAD,6,4,2,8,16,729,,,332705,KILWORTH ROAD,BRANDON ROAD,Bóthar Cumoraí
COMMONS STREET,4,1,1,16,16,322,,,326402,NORTH WALL ROAD,SHERRIFF STREET LOWER,Sráid an Choimínis
COMYN PLACE,7,1,2,14,22,40,,,319720,O'NEACHTAIN ROAD,,Plás Coimín
CON COLBERT ROAD,1,4,2,R01,R10,600,N004,,326210,SOUTH CIRCULAR ROAD,SARSFIELD ROAD,Bóthar Choilbeard
CON COLBERT ROAD,2,4,2,R01,R10,847,R833,,326210,SOUTH CIRCULAR ROAD,SARSFIELD ROAD,Bóthar Choilbeard
CONNAUGHT PARADE,6,1,2,12,20,110,,,326210,CONNAUGHT STREET,,
CONNAUGHT STREET,4,1,1,12,20,583,,,319719,PHIBSBORO ROAD,FASSAGH STREET,Sráid Chonnacht
CONNOLLY AVENUE,6,4,1,7,15,386,,,326311,BULFIN ROAD,GOLDENBRIDGE WALK,Ascaill Uí Chonghaile
CONNOLLY GARDENS,6,4,1,7,15,270,,,326311,SOUTHERN CROSS AVE,,Gairdíní ó Conghaile
CONOR CLUNE ROAD,6,1,2,9,17,331,,,319615,BAGGOT ROAD,RATRA ROAD,Bóthar Chonchuir Mhic Chluin
CONQUER HILL AVENUE,6,3,2,16,16,180,,,319916,CONQUER HILL ROAD,,Ascaill an Choinigéir
CONQUER HILL ROAD,6,3,3,16,16,154,,,319916,KINCORA ROAD,CLONTARF ROAD,Ascaill an Choinigéir
CONQUER HILL ROAD,6,3,2,16,16,271,,,319916,KINCORA ROAD,CLONTARF ROAD,Ascaill an Choinigéir
CONSTITUTION HILL,2,1,1,R07,R07,427,R108,,326304,PHIBOURGH ROAD,NORTH BRUNSWICK STREET,Ard Bunreacht
CONVENT AVENUE,6,3,3,15,17,132,,,319812,RICHMOND ROAD,,Ascaill an Chlochair
CONVENT CLOSE,6,5,2,22,14,74,,,326311,HERBERT STREET,,Clós an Chlochair
CONVENT PLACE,7,5,2,14,6,45,,,326416,HATCH STREET LOWER,,Plás an Chlochair
CONYNGHAM ROAD,2,1,1,R01,R01,743,R109,,326301,SOUTH CIRCULAR ROAD,PARKGATE STREET,Bóthar Uí Choineagáin
CONYNGHAM ROAD,2,1,2,R01,R01,100,R109,,326301,SOUTH CIRCULAR ROAD,PARKGATE STREET,Bóthar Uí Choineagáin
COOK STREET,4,4,3,5,5,66,,,326309,WINETAVERN STREET,BRIDGE STREET LOWER,Sráid an gCócairígCógaire
COOK STREET,4,4,1,5,5,219,,,326309,WINETAVERN STREET,BRIDGE STREET LOWER,Sráid an gCócairígCógaire
COOLATREE CLOSE,6,3,2,6,6,65,,,313218,COOLATREE ROAD,,
COOLATREE PARK,6,3,2,6,6,281,,,313217,GLENGARRIF ROAD,,Páirc  Cuileatraí
COOLATREE ROAD,6,3,2,8,8,347,,,313218,BEAUMONT ROAD,,Bóthar Cuileatraí
COOLEEN AVENUE,6,3,2,6,6,301,,,313217,COOLGARRIF ROAD,COOLGREENA ROAD,Ascaill Chúilín
COOLEVIN ROAD,6,5,2,11,3,31,,,326319,LONG LANE,,
COOLEY ROAD,6,4,2,8,16,680,,,332801,CRUMLIN ROAD,KILWORTH ROAD,Bóthar Cuailgre
COOLEY ROAD,3,4,1,8,16,689,,,332801,CRUMLIN ROAD,KILWORTH ROAD,Bóthar Cuailgre
COOLGARIFF ROAD,6,3,2,6,6,104,,,313212,SHANTALLA ROAD,LORCAN AVENUE,Bóthar Chúil Gharbh
COOLGARIFF ROAD,3,3,2,6,6,195,,,313212,SHANTALLA ROAD,LORCAN AVENUE,Bóthar Chúil Gharbh
COOLGREENA CLOSE,6,3,2,6,6,147,,,313218,COOLGREENA CLOSE,,Clós Chúil Ghréine
COOLGREENA ROAD,6,3,2,6,6,429,,,313218,BEAUMONT ROAD,,Bóthar Cuilgrianna
COOLOCK DRIVE,6,3,3,3,3,82,,,313207,OSCAR TRAYNOR ROAD,,Céide na Culóige
COOLOCK DRIVE,6,3,2,3,3,317,,,313207,OSCAR TRAYNOR ROAD,,Céide na Culóige
COOLOCK DRIVE,3,3,2,3,3,98,,,313207,OSCAR TRAYNOR ROAD,,Céide na Culóige
COOLOCK LANE,2,3,1,1,1,1360,R104,,313207,SWORDS ROAD,OSCAR TRAYNOR ROAD,
COOLOCK LANE OLD,6,3,1,1,1,520,,,313207,COOLOCK LANE NEW,,
COOLRUA DRIVE,6,3,2,6,6,298,,,313217,COOLGARRIF ROAD,,Céide Chúil Rua
COOMBE COURT,6,4,1,7,7,45,,,326314,THE COOMBE,,Cúirt an Chúim
COPE STREET,5,5,1,9,1,43,,,326310,ANGLESEA STREET,FOWNES STREET UPPER,Sráid Chóp
COPE STREET,5,5,2,9,1,55,,,326310,ANGLESEA STREET,FOWNES STREET UPPER,Sráid Chóp
COPELAND AVENUE,4,3,1,15,15,315,,,319808,HOWTH ROAD,MALAHIDE ROAD,Ascaill Cóplainn
COPELAND GROVE,6,3,2,15,15,243,,,319813,HOWTH ROAD,,Garrán Coplainn
COPPER ALLEY,7,5,2,9,1,148,,,326310,EXCHANGE STREET UPPER,,Scabhat an Chopair
COPPINGER ROW,4,5,1,13,5,72,,,326310,CLARENDON STREET,WILLIAM STREET SOUTH,Rae Choppiner
CORK HILL,4,5,1,10,2,42,,,326310,LORD EDWARD STREET,CASTLE STREET,Cnoc Chorcaí
CORK HILL,1.5,5,1,R08,R04,40,N081,,326310,DAME STREET,EXCHANGE STREET UPPER,Cnoc Chorcaí
CORK STREET,2,4,1,R04,R04,790,R110,,326313,EMERALD SQUARE,ARDEE STREET,Sráid ChorcaíChorcaigh
CORMAC TERRACE,6,4,2,13,21,160,,,332818,RATHFARNHAM ROAD,,Ardán Cormac
CORN EXCHANGE PLACE,4,5,1,16,8,61,,,326406,POOLBEG STREET,BURGH QUAY,Plás Halla an Arbhair
CORNMARKET,2,4,1,R02,R02,55,R810,,326309,HIGH STREET,SAINT AUGUSTINE ST,Margadh an Arbhair
CORNMARKET,2,4,1,R02,R02,67,R108,,326309,HIGH STREET,ST. AUGUSTINE STREET,Margadh an Arbhair
JAMES JOYCE STREET,6,1,1,14,14,197,,,326401,TALBOT STREET,RAILWAY STREET,Sráid an Bhárdais
CORRIB ROAD,6,4,2,12,20,1083,,,332813,MOUNT TALLANT AVENUE,,Bóthar Coirib
COSTELLO'S COTTAGES,7,5,2,12,4,55,,,326324,CLANBRASSIL STREET UPPER,,Iostáin Mhic Coisdealbha
COULSON AVENUE,6,5,3,4,17,110,,,332814,RATHGAR AVENUE,,Ascaill Coulson
COULTRY AVENUE,5,2,3,4,4,570,,,313206,COULTRY ROAD,COULTRY WAY,Ascaill Choltraí
COULTRY CRESCENT,6,2,3,4,4,125,,,313206,COULTRY ROAD,,Corrán Choltraí
COULTRY DRIVE,6,2,3,4,4,485,,,313206,COULTRY ROAD,,Céide Choltraí
COULTRY GARDENS,6,2,3,4,4,295,,,313110,COULTRY ROAD,,Gairdíní Choltraí
COULTRY GROVE,6,2,3,4,4,107,,,313110,COULTRY ROAD,,Garrán Choltraí
COULTRY LAWN,6,2,3,4,4,149,,,313110,COULTRY ROAD,,Plásóg Choltraí
COULTRY PARK,6,2,3,4,4,100,,,313210,COULTRY ROAD,,Páirc  Choltraí
COULTRY ROAD,6,2,1,4,4,967,,,313110,SHANGAN ROAD,COULTRY AVENUE,Bóthar Choltraí
COULTRY WAY,6,2,3,4,4,149,,,313206,COULTRY AVENUE,,Bealach Choltraí
OLD COUNTY ROAD,4,4,2,10,18,755,,,326322,CRUMLIN ROAD,WINDMILL ROAD,
COWPER DOWNS,6,5,2,8,21,420,,,332810,COWPER ROAD,,Mulláin Chóipéir
COWPER DRIVE,6,5,2,8,21,204,,,332810,COWPER GARDENS,,Céide Chóipéir
COWPER GARDENS,6,5,3,8,21,86,,,332810,PARK DRIVE,COWPER DRIVE,Gairdíní Chóipéir
COWPER MEWS,7,5,1,8,21,155,,,332810,RATHMINES ROAD UPPER,,Eachlann Chúipéir
COWPER ROAD,6,5,2,8,21,35,,,332810,RATHMINES ROAD UPPER,MERTON ROAD,Bóthar Chúipéir
COWPER ROAD,6,5,3,8,21,240,,,332810,RATHMINES ROAD UPPER,MERTON ROAD,Bóthar Chúipéir
COWPER ROAD,3,5,3,8,21,433,,,332810,RATHMINES ROAD UPPER,MERTON ROAD,Bóthar Chúipéir
COWPER STREET,3,1,3,1,1,196,,,319723,ASHFORD STREET,AUGHRIM STREET,Sráid Chúipéir
COWPER STREET,6,1,3,1,1,0,,,319723,ASHFORD STREET,AUGHRIM STREET,
COWPER VILLAGE,6,5,1,8,21,139,,,332810,COWPER DOWNS,,Sráidbhaile Chóipéir
CRAIGFORD AVENUE,6,3,2,14,14,224,,,319804,KILLESTER AVENUE,,Ascaill Athcraige
CRAIGFORD DRIVE,6,3,2,14,14,301,,,319804,CRAIGFORD AVENUE,KILLESTER PARK,Céide Athcraige
CRAMPTON COURT,7,5,2,9,1,44,,,326310,DAME STREET,ESSEX STREET E.,Cúirt Chrampton
CRAMPTON COURT,7,5,2,9,1,51,,,326310,DAME STREET,ESSEX STREET E.,Cúirt Chrampton
CRAMPTON QUAY,1,5,1,R09,R05,52,N004,,326310,ASDILLS ROW,ASTON QUAY,Cé Chrampton
CRANE LANE,7,5,1,9,1,86,,,326310,DAME STREET,ESSEX STREET E.,Lána an Chraein
CRANE STREET,4,4,1,2,2,192,,,326309,THOMAS STREET,BELVIEW,Sráid an Chraein
CRANFIELD PLACE,5,5,3,17,30,202,,,326414,TRITONVILLE ROAD,BEACH ROAD,Plás Cranfield
CRANMER LANE,6,5,3,16,29,250,,,326412,HADDINGTON ROAD,,
CRANOGUE ROAD,6,2,3,1,1,384,,,313110,BALBUTCHER LANE,,Bóthar na Crannóige
CRANOGUE CLOSE,6,2,3,2,2,335,,,313103,CRANNOUGE ROAD,,
CRAWFORD AVENUE,6,1,3,13,21,252,,,319715,IONA ROAD,HOLLYBANK ROAD,Ascaill Cráfort
CRAWFORD TERRACE,6,1,2,13,13,19,,,319817,KINGS AVENUE,BALLYBOUGH,
CREIGHTON STREET,4,5,1,19,11,155,,,326406,TOWNSEND STREET,CITY QUAY,Sráid Chréiteann
CREMONA ROAD,6,4,2,4,12,651,,,326214,THOMOND ROAD,O'HOGAN ROAD,Bóthar Crémóna
CREMORE AVENUE,6,1,2,14,22,109,,,319704,CREMORE ROAD,OLD FINGLAS ROAD,Ascaill Chríoch Mhór
CREMORE CRESCENT,6,2,2,6,6,213,,,319704,BALLYGALL ROAD WEST,,Corrán Chríoch Mhór
CREMORE DRIVE,6,1,3,14,22,83,,,319704,BALLYGALL ROAD,CREMORE ROAD,Céide Chríoch Mhór
CREMORE DRIVE,6,1,2,14,22,126,,,313124,BALLYGALL ROAD,CREMORE ROAD,Céide Chríoch Mhór
CREMORE HEIGHTS,6,2,2,14,22,248,,,313124,BALLYGALL ROAD EAST,,Arda Chríoch Mhór
CREMORE LAWN,6,1,2,13,21,376,,,319704,OLD FINGLAS ROAD,,Plásóg Chríoch Mhór
CREMORE PARK,6,1,1,14,22,193,,,319704,OLD FINGLAS ROAD,,Páirc Chríoch Mhór
CREMORE ROAD,6,1,2,14,22,280,,,319704,BALLYGALL ROAD EAST,CREMORE PARK,Bóthar Chríoch Mhór
CREMORE VILLAS,3,1,2,14,22,210,,,319704,OLD FINGLAS ROAD,GRIFFITH AVENUE,Bailtíní Chríoch Mhór
CREMORNE,6,5,1,6,19,221,,,332819,GREENMOUNT ROAD,,
CRESCENT GARDENS,6,1,3,16,16,142,,,319821,SEAVIEW AVENUE,,Gáirdíní an Chorráin
CRESCENT PLACE,6,3,2,14,14,204,,,319813,MALAHIDE ROAD,CHARLEMONT ROAD,Plás an Chorráin
CRESCENT VILLAS,6,1,3,13,21,108,,,319715,IONA CRESENT,CRAWFORD AVE,Bailtíní an Chorráin
THE CRESCENT,6,5,3,11,24,229,,1969,332902,DONNYBROOK ROAD,,
CRESTFIELD AVENUE,6,2,2,8,8,206,,,313216,CRESTFIELD AVE,CRESTFIELD CLOSE,Ascaill Mhullach an Ghoirt
CRESTFIELD CLOSE,6,2,2,8,8,174,,,313216,CRESTFIELD PARK,CRESTFIELD AVENUE,Clós Mhullach an Ghoirt
CRESTFIELD DRIVE,6,2,2,8,8,305,,,313221,COLLINS AVENUE EAST,CRESTFIELD CLOSE,Céide Mhullach an Ghoirt
CRESTFIELD PARK,6,2,2,8,8,106,,,313216,CRESTFIELD ROAD,CRESTFIELD CLOSE,Páirc Mhullach an Ghoirt
CRESTFIELD ROAD,6,2,2,8,8,193,,,313221,CRESTFIELD DRIVE,LARKHILL ROAD,Bóthar Mhullach an Ghoirt
CROAGHPATRICK ROAD,6,1,2,10,18,281,,,319717,NEPHIN ROAD,SKREEN ROAD,
CROFTWOOD CRESCENT,5,4,1,2,10,479,,,326211,CHERRY ORCHARD AVENUE,,
CROFTWOOD DRIVE,5,4,1,2,10,372,,,326217,CHERRY ORCHARD AVENUE,,
CROFTWOOD GARDENS,6,4,1,2,10,146,,,326217,CROFTWOOD DRIVE,,
CROFTWOOD GREEN,6,4,1,2,10,347,,,326217,CHERRY ORCHARD AVENUE,,
CROFTWOOD GROVE,6,4,1,2,10,248,,,326216,CROFTWOOD DRIVE,,
CROFTWOOD PARK,5,4,1,2,10,648,,,326216,CROFTWOOD GREEN,CHERRY ORCHARD DRIVE,
CROKE PARK,4,1,1,8,8,60,,,319816,JONES ROAD,,
CROMCASTLE AVENUE,3,3,2,7,7,325,,,313214,KILBARRON ROAD,CROMCASTLE ROAD,Ascaill Chaisleán Crom
CROMCASTLE CLOSE,6,3,1,7,7,0,,,313214,CROMCASTLE GREEN,,Clós Chaisleán Crom
CROMCASTLE DRIVE,6,3,2,7,7,303,,,313214,CROMCASTLE ROAD,KILBARRON ROAD,Céide Chaisleán Crom
CROMCASTLE GREEN,6,3,2,7,7,340,,,313214,CROMCASTLE ROAD,KILBARRON ROAD,Faiche Chaisleán Crom
CROMCASTLE PARK,6,3,2,7,7,280,,,313214,KILBARRON ROAD,CROMCASTLE ROAD,Páirc Chaisleán Crom
CROMCASTLE ROAD,6,3,2,7,7,1023,,,313214,KILMORE ROAD,DUNDANIEL ROAD,Bóthar Chaisleán Crom
CROMWELLS QUARTERS,7,4,3,1,1,10,,,326308,JAMES STREET,BOW LANE,
CROMWELLS QUARTERS,7,4,2,1,1,54,,,326308,JAMES STREET,BOW LANE,
CROMWELLS FORT ROAD,2,4,1,2,10,1250,R818,,332710,WALKINSTOWN AVE,KIMMAGE ROAD W.,
CROSS LANE SOUTH,6,4,3,5,5,18,,,326309,ST. MICHAELS HILL,ST. MICHAELS CLOCE,Lána na Croise Theas
CROSSTICK ALLEY,7,4,2,6,6,118,,,326314,MEATH STREET,ASH STREET,Scabhat an Treasnáin
CROTTY AVENUE,6,4,2,10,18,240,,,332710,PERCY FRENCH ROAD,,
CROW STREET,5,5,1,9,1,81,,,326310,CECILIA STREET,DAME STREET,Sráid Cró
CROWN ALLEY,5,5,1,9,1,73,,,326310,COPE STREET,TEMPLE BAR,Scabhat na Corónach
CROYDON GARDENS,3,3,1,15,17,454,,,319807,CROYDON TERRACE,,Gáirdíní Croydon
CROYDON GREEN,6,3,1,15,17,348,,,319812,MARINO PARK,,Faiche Croydon
CROYDON PARK AVENUE,6,3,2,15,17,175,,,319807,CROYDON AVENUE,MARINO PARK,Ascaill Pháirc Croydon
CROYDON PARK AVENUE,6,3,1,15,17,283,,,319807,CROYDEN AVENUE,MARINO PARK,Ascaill Pháirc Croydon
CRUMLIN ROAD,2,4,1,R04,R13,1937,R110,,326318,PARNELL ROAD,KILDARE ROAD,Bóthar Chroimghlinne
CUALA ROAD,6,1,2,12,20,93,,,319718,OFFALY ROAD,LEIX ROAD,Bóthar Chuala
CUCKOO LANE,4,1,4,7,7,71,,,326304,HALSTON STREET,BERESFORD STREET,Lána Gúcó
CUCKOO LANE,4,1,1,7,7,65,,,326304,HALSTON STREET,BERESFORD STREET,Lána Gúcó
CUFFE LANE,6,5,1,13,5,101,,,326315,CUFFE STREET,,Lána Mac Dhuibh
CUFFE STREET,2,5,1,R04,R02,193,R110,,326315,HARCOURT STREET,WEXFORD STREET,Sráid Mac Dhuibh
CULLENSWOOD GARDENS,5,5,2,8,21,184,,,332901,MOUNTAIN VIEW ROAD,MERTON DRIVE,Gairdíní Feá an Chuillinn
CULLENSWOOD PARK,6,5,2,8,21,180,,,332901,RANELAGH,,Páirc Feá an Chuillinn
CULLENSWOOD ROAD,4,5,2,7,20,102,,,332901,RANELAGH,OAKLEY ROAD,Bóthar Feá an Chuillinn
CUMBERLAND COURT,7,5,2,20,12,38,,,326406,CUMBERLAND STREET SOUTH,,Cúirt Cumarlain
CUMBERLAND ROAD,4,5,1,18,10,148,,,326416,WILTON TERRACE,FITZWILLIAM PLACE,Bóthar Cumarlain
CUMBERLAND STREET NORTH,4,1,1,15,15,205,,,319821,PARNELL STREET,WATERFORD STREET,
CUMBERLAND STREET SOUTH,4,5,1,20,12,240,,,326406,FENIAN STREET,PEARSE STREET,
CURLEW ROAD,6,4,2,8,16,709,,,326225,KNOCKNAREA ROAD,COOLEY ROAD,Bóthar an Chorrshliabh
CURRACLOE DRIVE,6,3,2,4,4,46,,,313308,KILFENORA DRIVE,,
CURVED STREET,7,5,2,,,32,,1995,326310,EUSTACE STREET,TEMPLE LANE SOUTH,An Chuarshráid
CURZON STREET,5,5,1,11,3,178,,,326320,ARNOTT STREET,SOUTH CIRCULAR ROAD,Sráid Chursain
CUSTOM HOUSE QUAY,2,1,1,R02,R02,603,R801,,326401,NORTH WALL QUAY,BUTT BRIDGE,Cé Theach an Chustaim
CYMRIC ROAD,6,5,1,18,31,46,,,326414,PINE ROAD,,
D'OLIER STREET,1,5,1,16,8,160,N011,,326406,BURGH QUAY,COLLEGE STREET,
DALCASSIAN DOWNS,6,1,1,11,19,429,,1989,319714,PROSPECT ROAD,,
DALYMOUNT,1,1,1,12,12,30,N003,,319719,N.C.R,,Cnocán Uí Dhálaigh
DALYMOUNT,1,1,1,12,20,90,N003,,319719,N.C.R.,ST.PETERS ROAD,Cnocán Uí Dhálaigh
DAME COURT,5,5,2,13,5,88,,,326310,EXCHEQUER STREET,DAME LANE,Cúirt an Dáma
DAME LANE,7,5,3,13,5,348,,,326310,PALACE STREET,TRINITY STREET,Lána an Dáma
DAME STREET,1.5,5,1,R08,R04,324,N081,,326310,PARLIAMENT STREET,COLLEGE GREEN,Sráid an Dáma
DANE ROAD,6,2,3,2,2,924,,,313105,BALBUTCHER LANE,,
DANESWELL ROAD,6,1,2,13,21,175,,,319710,FAIRFIELD ROAD,BOTANIC AVENUE,Bóthar na Danarchoill
DANIEL STREET,6,5,1,11,3,158,,,326319,CLANBRASSIL STREET,HARTY PLACE,Sráid Mhac Dhomhnaill
DANIELI DRIVE,6,3,2,14,14,158,,,313225,DANIELI ROAD,ST BRIGIDS ROAD,Céide Daniele
DANIELI ROAD,5,3,2,14,14,206,,,313225,DANIELI ROAD,MALAHIDE ROAD,Bóthar Daniele
DARGLE ROAD,6,1,3,13,21,112,,,319715,SHANGANAGH ROAD,DRUMCONDRA ROAD LOWER,
DARGLE ROAD,6,1,2,13,21,248,,,319715,SHANGANAGH ROAD,DRUMCONDRA ROAD LOWER,
DARLEY STREET,6,5,2,3,16,86,,,326324,MOUNT DRUMMOND AVENUE,HAROLD X COTTAGES,Sráid Dhárlaoi
DARLEY'S TERRACE,6,4,2,7,7,140,,,326318,DONORE AVENUE,DONORE AVENUE,
DARLING ESTATE,6,1,2,9,17,313,,,319610,NAVAN ROAD,BLACKHORSE AVENUE,Eastát Muirnín
DARNDALE SERVICE ROAD,6,3,1,2,2,2275,,,313301,DARNDALE ESTATE SERVICE ROAD,,
DARNDALE ESTATE ROAD NO. 01,6,3,1,2,2,50,,,313301,DARNDALE ESTATE SERVICE ROAD,,
DARNDALE ESTATE ROAD NO. 02,6,3,1,2,2,70,,,313301,DARNDALE ESTATE SERVICE ROAD,,
